Timestamp,Object ID,Classification,Tracking Counter,Confidence
2022-06-28 13:07:37.329846,77,car,30,0.6139719
2022-06-28 13:07:37.331850,77,person,46,0.610669
2022-06-28 13:07:37.412943,77,car,30,0.7270331
2022-06-28 13:07:37.415937,77,car,30,0.7027626
2022-06-28 13:07:37.418375,77,car,30,0.6653705
2022-06-28 13:07:37.422374,77,car,30,0.6580634
2022-06-28 13:07:37.424367,77,car,30,0.6096361
2022-06-28 13:07:37.426921,77,car,30,0.6022331
2022-06-28 13:07:37.518359,77,car,30,0.7305524
2022-06-28 13:07:37.520360,77,car,30,0.6986394
2022-06-28 13:07:37.522360,77,car,30,0.66412175
2022-06-28 13:07:37.524369,77,car,30,0.6370658
2022-06-28 13:07:37.526442,77,car,30,0.60798573
2022-06-28 13:07:37.619590,77,car,30,0.71477413
2022-06-28 13:07:37.622584,77,car,30,0.708693
2022-06-28 13:07:37.624579,77,car,30,0.67236763
2022-06-28 13:07:37.627191,77,car,30,0.64908665
2022-06-28 13:07:37.702083,77,car,30,0.7152577
2022-06-28 13:07:37.704071,77,car,30,0.7089906
2022-06-28 13:07:37.706077,77,car,30,0.6721232
2022-06-28 13:07:37.708079,77,car,30,0.646421
2022-06-28 13:07:37.777909,77,car,30,0.7209904
2022-06-28 13:07:37.780922,77,car,30,0.71713537
2022-06-28 13:07:37.784920,77,car,30,0.68928254
2022-06-28 13:07:37.786920,77,car,30,0.66824156
2022-06-28 13:07:37.789912,77,car,30,0.6214258
2022-06-28 13:07:37.791921,77,person,46,0.6072846
2022-06-28 13:07:37.794913,77,car,30,0.6060564
2022-06-28 13:07:37.798039,77,car,30,0.60285044
2022-06-28 13:07:37.868383,77,car,30,0.7274205
2022-06-28 13:07:37.871244,77,car,30,0.7023876
2022-06-28 13:07:37.874239,77,car,30,0.6507938
2022-06-28 13:07:37.877240,77,car,30,0.6375602
2022-06-28 13:07:37.880243,77,person,46,0.611273
2022-06-28 13:07:37.883243,77,car,30,0.6074618
2022-06-28 13:07:37.885248,77,car,30,0.60277593
2022-06-28 13:07:37.968330,77,car,30,0.7183919
2022-06-28 13:07:37.971230,77,car,30,0.68170285
2022-06-28 13:07:37.974226,77,car,30,0.6601529
2022-06-28 13:07:37.977224,77,car,30,0.65351933
2022-06-28 13:07:37.980225,77,car,30,0.6521134
2022-06-28 13:07:37.983225,77,car,30,0.61588484
2022-06-28 13:07:37.987353,77,person,46,0.60232717
2022-06-28 13:07:38.055943,77,car,30,0.71887004
2022-06-28 13:07:38.057980,77,car,30,0.68345726
2022-06-28 13:07:38.060982,77,car,30,0.6621096
2022-06-28 13:07:38.062986,77,car,30,0.6541679
2022-06-28 13:07:38.065992,77,car,30,0.6531506
2022-06-28 13:07:38.069047,77,car,30,0.6169599
2022-06-28 13:07:38.145826,77,car,30,0.69935685
2022-06-28 13:07:38.148700,77,car,30,0.6954556
2022-06-28 13:07:38.151688,77,car,30,0.6528699
2022-06-28 13:07:38.154691,77,car,30,0.6428736
2022-06-28 13:07:38.157450,77,car,30,0.6336243
2022-06-28 13:07:38.159452,77,car,30,0.61715055
2022-06-28 13:07:38.162445,77,car,30,0.6166587
2022-06-28 13:07:38.245610,77,car,30,0.6779123
2022-06-28 13:07:38.248198,77,car,30,0.6732932
2022-06-28 13:07:38.251192,77,car,30,0.67073053
2022-06-28 13:07:38.253200,77,car,30,0.6587029
2022-06-28 13:07:38.256191,77,car,30,0.64482576
2022-06-28 13:07:38.259194,77,car,30,0.6010478
2022-06-28 13:07:38.339251,77,car,30,0.6796406
2022-06-28 13:07:38.344254,77,car,30,0.6779572
2022-06-28 13:07:38.347276,77,car,30,0.66891354
2022-06-28 13:07:38.351272,77,car,30,0.6574921
2022-06-28 13:07:38.354279,77,car,30,0.6482717
2022-06-28 13:07:38.356995,77,car,30,0.6043476
2022-06-28 13:07:38.360996,77,car,30,0.602056
2022-06-28 13:07:38.427828,77,car,30,0.6809544
2022-06-28 13:07:38.430833,77,car,30,0.67501074
